Gene.ID	Gene.Name	1.AD_A	2.AD_A	3.AD_A	4.AD_A	1.AD_B	2.AD_B	3.AD_B	4.AD_B	1.AD_C	2.AD_C	3.AD_C	4.AD_C
ENSG00000136111	TBC1D4	12423	349.43	12657	16873	7281.6	350.19	7428.8	10623	0	0	0	0
ENSG00000136143	SUCLA2	145640	6973.4	177040	189070	108480	5625.3	131930	144380	88253	4467.5	99793	114080
ENSG00000136167	LCP1	117420	5366.6	103990	166280	44326	1766.1	42495	80469	32914	1012.1	28734	52338
ENSG00000136205	TNS3	0	0	0	0	61756	2936	89090	101140	39320	2228.8	57370	65416
ENSG00000136267	DGKB	136750	6416.6	151030	175680	62605	2347.8	71075	81214	37354	1824.9	40935	47862
ENSG00000136270	TBRG4	150190	8775.2	189300	201810	64176	3652.6	84421	83503	40311	2386.6	55236	54492
ENSG00000136319	TTC5	35395	1440.4	30875	42176	45650	1990.2	47986	62629	27980	1454.1	29219	40617
ENSG00000136450	SRSF1	169370	7855.8	146820	341270	103890	4901.2	93787	213690	88308	5059	80039	178470
ENSG00000136478	TEX2	95378	5793.7	100560	82053	5888	187.64	6465	7328.6	3792	111.77	4635.5	4561.9
ENSG00000136521	NDUFB5	191140	9361.6	207090	259640	74483	3452.2	80131	113330	31992	1879.7	29942	45672
ENSG00000136527	TRA2B	113350	6184.7	130890	167520	49457	2320.3	57782	72113	28989	1526.5	32140	41321
ENSG00000136541	ERMN	309690	15681	301450	719360	173640	7749.5	159630	395310	136620	7088.4	129510	304310
ENSG00000136628	EPRS1	32808	1102.4	68349	96848	0	0	37694	43725	37282	1634.3	58105	87612
ENSG00000136631	VPS45	151110	11711	175650	252410	36488	2262	43235	66434	29546	1343.9	34847	47420
ENSG00000136717	BIN1	924960	41154	738080	1531300	555700	25251	452450	908650	304120	15444	253540	481730
ENSG00000136731	UGGT1	141770	7672.1	197520	243410	33699	1691.4	35746	45042	42162	1892.2	55236	65033
ENSG00000136738	STAM	98908	5311.1	108140	151350	104150	4891.4	86043	174230	30533	1342.8	31982	52992
ENSG00000136783	NIPSNAP3A	122000	6426.6	155100	228460	38728	2044.9	50402	59834	45919	2375.3	58107	82222
ENSG00000136802	LRRC8A	70900	3384.3	86038	90103	114760	6590	133760	132570	26842	1068.1	32339	32650
ENSG00000136810	TXN	229770	9600.9	190210	364680	153760	6370.1	127950	266420	114140	4835.9	93145	193890
ENSG00000136827	TOR1A	106620	6545.2	121430	111150	53906	2874.4	63992	59084	33220	1720.9	39941	38140
ENSG00000136830	NIBAN2	0	0	0	0	23363	976.6	23024	38075	16703	686.46	17297	24902
ENSG00000136842	TMOD1	72441	4325.3	74353	92981	20087	1058.5	23877	25353	0	0	0	0
ENSG00000136854	STXBP1	315000	15702	290380	459770	193250	9947.9	168680	271530	134450	5991.7	116830	192760
ENSG00000136888	ATP6V1G1	271240	13766	292350	348720	136640	6509.4	176970	184080	106820	5375.2	133420	141060
ENSG00000136950	ARPC5L	412460	19737	481260	461160	125430	6381.2	151290	140080	98586	4465.3	115360	108280
ENSG00000137055	PLAA	40925	1815.4	41344	64393	10951	619.7	12206	18652	6443	488.34	6400.2	8750.3
ENSG00000137076	TLN1	666970	36759	811260	1168300	445070	25309	535520	757920	335870	17788	417170	593090
ENSG00000137100	DCTN3	427950	20792	466770	617710	123580	5994.9	134660	176830	58540	2851.9	61868	85158
ENSG00000137106	GRHPR	650440	33878	679900	1155100	409380	20054	430730	759940	314600	15894	352360	576670
ENSG00000137168	PPIL1	26760	3277.2	81896	120340	10562	1358.5	32000	47527	7642.2	1175.7	23832	37576
ENSG00000137274	BPHL	48661	2088.5	55814	55709	24845	1397.5	25069	27955	3807.3	75.961	2399.9	3660.1
ENSG00000137409	MTCH1	185890	10071	232630	280040	66928	3812.2	88117	95343	29469	1505.9	40461	49229
ENSG00000137486	ARRB1	114720	6217.9	157590	139350	4401	145.08	5323.5	5643.3	38160	1803.9	52585	45979
ENSG00000137497	NUMA1	132330	9902.9	231410	335900	76392	4888.4	107630	176820	50635	2912.7	72018	109420
ENSG00000137509	PRCP	0	0	0	0	12531	646.69	17002	26828	6824.7	336.71	8111.1	12918
ENSG00000137563	GGH	57612	3795.7	74050	76740	25101	1379.8	30899	35617	15970	840.63	20042	21940
ENSG00000137575	SDCBP	202090	12065	220150	266520	140070	7487.7	149660	221270	73915	3802.1	78598	102970
ENSG00000137710	RDX	63514	3638.3	51043	109410	24493	1125.7	17228	42923	22813	1100.6	15816	40339
ENSG00000137824	RMDN3	198640	9930.1	195840	336080	97277	3325	88701	163850	50227	2614.1	50222	86195
ENSG00000137825	ITPKA	478110	41448	603190	631380	124610	6811.4	130710	130270	160080	11483	186560	208420
ENSG00000137845	ADAM10	105820	5257.9	124550	211900	79519	3643.4	96402	164810	43396	2635.8	52471	93962
ENSG00000137942	FNBP1L	34417	2159.2	32529	44601	10996	503.47	12904	15070	0	0	0	0
ENSG00000137944	KYAT3	280030	14984	370910	540430	104530	5784.8	143180	212220	14779	507.06	24994	31231
ENSG00000137955	RABGGTB	75141	4572.7	82721	106810	47742	2125.9	55450	78517	46444	1990.6	53756	69803
ENSG00000137992	DBT	180530	9907.2	212340	219190	65463	3934.9	79589	84581	33353	2031.7	43698	44712
ENSG00000137996	RTCA	0	0	0	0	77366	2757.9	68766	111020	24398	1233.5	24753	38973
ENSG00000138029	HADHB	325340	18416	382850	580120	90289	5342.4	118730	166430	122030	5850.8	146540	220100
ENSG00000138032	PPM1B	436610	20344	606830	656470	196470	9869.6	257130	274370	117430	6019.3	155840	170500
ENSG00000138035	PNPT1	0	0	0	0	38033	1363.2	36121	37500	12040	383.29	11717	13345
ENSG00000138071	ACTR2	344280	15754	330030	496760	161340	7872.6	158920	240800	173150	8159.9	171180	264490
ENSG00000138073	PREB	63347	3238.1	72681	76395	34575	2041.5	43298	40011	0	0	0	0
ENSG00000138078	PREPL	85325	4330.8	93478	145160	26032	1295.8	22692	58408	19725	1025.2	20085	40190
ENSG00000138095	LRPPRC	603660	31844	714660	878330	262670	13279	310280	400400	267350	12823	295020	375250
ENSG00000138175	ARL3	29235	1151.2	32616	41203	16685	585.96	17669	22580	12095	499.19	13761	16513
ENSG00000138246	DNAJC13	56035	3087.1	65323	74567	29081	1307.5	36355	39827	31900	1439.9	38742	47689
ENSG00000138279	ANXA7	537190	30005	625480	1002500	184140	8461.9	218230	341530	241890	12992	282250	451130
ENSG00000138363	ATIC	269420	14125	290620	400500	135440	6072.4	144720	205980	66846	3924.1	70582	103720
ENSG00000138385	SSB	102240	5569	71495	166780	23807	1076.7	19220	35972	51651	2979.8	33850	84861
ENSG00000138411	HECW2	19454	1391.5	32932	37429	30224	1435.2	37661	43441	5994.3	282.77	10335	12913
ENSG00000138413	IDH1	97716	5569.5	106540	202940	126380	6232.6	146030	266650	74739	3888.3	85798	155970
ENSG00000138430	OLA1	95547	4678.6	109980	144460	40948	2094.2	49011	66809	13484	783.75	16088	21290
ENSG00000138434	ITPRID2	26253	1477.1	33450	40619	17781	868.09	25857	27065	0	0	0	0
ENSG00000138443	ABI2	455170	24999	523920	562500	246720	12276	257770	327270	136430	6400.3	160640	163730
ENSG00000138594	TMOD3	59360	2639.5	74957	106070	25940	959.19	33289	51385	24335	1326.7	29078	44560
ENSG00000138663	COPS4	172880	9806.4	177980	275290	59170	3189.2	73744	82381	46210	1873.7	50448	69739
ENSG00000138674	SEC31A	136690	7306.8	136220	233290	34965	1542.5	41661	50938	22287	1237.2	27206	29247
ENSG00000138698	RAP1GDS1	319540	16704	324080	511280	127140	6320	128350	203450	113650	4611.4	117170	171650
ENSG00000138750	NUP54	28451	1234.2	34049	39343	12200	534.7	13946	17364	0	0	0	0
ENSG00000138758	SEPTIN11	152850	7485	152560	241380	99412	4788.4	95820	154390	43966	2617.4	40262	70167
ENSG00000138760	SCARB2	218100	9664.4	240930	493150	136210	6842.2	151970	322250	85382	4063.3	104610	215370
ENSG00000138768	USO1	301450	15806	269020	401690	90765	4349.9	78236	121130	93304	4523.3	84046	119120
ENSG00000138772	ANXA3	72725	3535	110170	98100	0	0	0	0	20648	895.95	29415	24688
ENSG00000138777	PPA2	50848	2000.3	54823	91466	22766	1182.8	23799	41572	15445	486.91	16287	30670
ENSG00000138796	HADH	60164	2938.3	72166	99437	46006	2325.1	54666	77180	28033	1648.6	30858	45581
ENSG00000138802	SEC24B	5621.2	110.33	5281	8812.1	8161.1	272.6	18477	10342	1561.7	0	1495.5	2751.6
ENSG00000138814	PPP3CA	338490	15932	421800	494730	272030	12977	309510	384110	128610	6219.8	161980	168260
ENSG00000138834	MAPK8IP3	426920	21482	511710	576770	186770	9584.2	227720	259080	78609	3787.9	98198	108740
ENSG00000139131	YARS2	158750	11122	178910	233420	22502	1127.9	25336	32344	24032	1048	29869	34944
ENSG00000139180	NDUFA9	326670	18624	438930	489520	198670	8885.9	249770	268820	111810	6690.7	134840	158280
ENSG00000139220	PPFIA2	206790	12804	231870	268190	145780	7991.5	149100	169910	98179	4758.1	102190	118160
ENSG00000139410	SDSL	71253	3724.2	86100	113820	49036	2704.3	66760	92865	48363	2479.4	61944	88561
ENSG00000139428	MMAB	126250	6947.7	183160	177300	76982	4006.4	115860	103860	44947	2301.6	65532	60088
ENSG00000139433	GLTP	17978	1035.1	19972	45084	20601	697.61	21726	48966	13965	663.62	15307	36160
ENSG00000139641	ESYT1	235720	12913	261650	477600	97454	5958.9	102160	164410	63721	3657.6	68474	124030
ENSG00000139722	VPS37B	37860	2009.8	41331	60446	44278	1936.4	47221	70194	6915.5	283.61	8670.5	11815
ENSG00000139910	NOVA1	79536	8049.7	115620	140520	2457.1	183.48	11077	12371	29834	2478.3	43010	52322
ENSG00000139970	RTN1	323960	22277	356700	581200	116520	10020	156310	264630	56951	6404.6	106730	187150
ENSG00000140043	PTGR2	197250	10496	277770	328080	84035	5167.8	124460	152650	41920	1708.5	61989	82439
ENSG00000140105	WARS1	236090	13308	297120	334900	103390	5808.4	122040	132940	96023	5530.4	111390	126470
ENSG00000140365	COMMD4	13937	672.86	15414	23083	7852.9	283.55	8954.2	15068	0	0	0	0
ENSG00000140416	TPM1	73300	3273.7	74393	116200	41844	1434	42156	60943	33638	1419.4	34918	52151
ENSG00000140474	ULK3	33804	1892.8	40891	46083	50912	2003.2	61235	72882	7027.5	395.22	9102.3	9031.6
ENSG00000140538	NTRK3	74003	4080.8	83825	101740	46644	2141.5	47074	65044	0	0	0	0
ENSG00000140545	MFGE8	63870	4068.9	90164	122570	49102	2608.7	62779	90515	36110	2193.5	47425	62226
ENSG00000140553	UNC45A	33392	2237.5	43610	45964	31728	1720.5	37647	41025	8789.1	263.58	9685.3	10591
ENSG00000140600	SH3GL3	61794	3389.3	61525	87236	88325	4431.4	92207	139960	54810	2768.3	63902	96794
ENSG00000140688	RUSF1	44055	2357.3	52654	52007	34222	1712.9	35650	39718	24008	921.83	24785	27488
ENSG00000140718	FTO	96437	6037	114780	134100	54953	2817	61829	73553	43935	2702	51149	63029
ENSG00000140740	UQCRC2	342920	17454	403410	433790	195700	10746	236730	263210	126690	7281.2	150340	172890
ENSG00000140848	CPNE2	14681	657.77	18977	21107	11281	520.59	13159	14709	6879.3	286.82	9331.7	10477
ENSG00000140854	KATNB1	166170	8283.3	195250	238850	14752	1041.6	17692	16299	55662	2013.1	63910	74684
ENSG00000140990	NDUFB10	476790	27066	485020	667830	245600	11058	253120	368690	241850	13373	238780	342500
ENSG00000140992	PDPK1	218690	12363	236390	351380	112440	5277.6	106340	171320	67105	3609	72095	106480
ENSG00000141279	NPEPPS	1925600	93604	2048000	3234700	841820	41952	894070	1380800	729940	35776	783290	1243000
ENSG00000141367	CLTC	1341000	69541	1635000	1907300	880950	45628	1033900	1255200	549850	28009	650460	803730
ENSG00000141376	BCAS3	117540	6370.4	142230	200850	93110	4298.1	111380	147260	45853	2000.6	48578	60157
ENSG00000141385	AFG3L2	696030	39514	689770	976970	454930	23825	484290	689040	281630	15950	303920	444700
ENSG00000141425	RPRD1A	21517	1096.7	24553	29086	20439	1130.7	25669	28685	0	0	0	0
ENSG00000141447	OSBPL1A	21177	1062	22979	29734	39769	1308.2	44176	60357	7722.4	261.03	9146	9890.1
ENSG00000141458	NPC1	90605	4446.1	101880	118290	53277	2421.6	64272	77987	56204	3228.9	68023	86509
ENSG00000141560	FN3KRP	80605	4017.3	101880	146770	58491	2747.6	69024	143360	23458	883.74	29175	66143
ENSG00000141564	RPTOR	56784	2549.8	73214	71466	0	0	0	0	5374.3	304.44	6526.2	8772.7
ENSG00000141959	PFKL	325580	20587	367290	516820	90752	4053.2	95891	142120	99215	4304.8	107140	157190
ENSG00000141985	SH3GL1	31668	1495.7	45344	45410	12225	478.81	18084	17504	4920.3	207.08	8705.3	5310.5
ENSG00000142186	SCYL1	81431	3547.8	92559	109520	0	0	0	0	46519	2511.3	58148	71059
ENSG00000142192	APP	187410	10802	172100	327240	99254	3981.6	71585	156210	123020	5793.4	93374	192810
ENSG00000142235	LMTK3	25229	1343.7	36063	31142	17921	809.85	20714	17818	11171	784.89	12905	13903
ENSG00000142453	CARM1	50305	2011.8	59953	64757	20243	1065.1	24542	25515	15060	842.67	18357	20568
ENSG00000142634	EFHD2	103910	5495.5	142640	160100	80301	4028.3	108250	120560	39571	2452.6	53178	61175
ENSG00000142655	PEX14	73630	4336.6	91985	115810	10500	529.82	13925	18751	20590	1243.2	27272	32867
ENSG00000142657	PGD	66585	3835.9	73368	114180	33932	1666.4	37570	54506	24349	1043.1	28159	41276
ENSG00000142676	RPL11	74965	3638.5	82943	118850	58144	2672	62119	94920	55582	2978.3	59509	89496
ENSG00000142910	TINAGL1	174200	10405	213100	234430	72684	3009.4	89050	95125	46127	2423.7	59002	63198
ENSG00000142937	RPS8	163030	8611.3	132120	277510	29505	1243.1	24653	49958	43955	1961.2	33012	72021
ENSG00000142949	PTPRF	115740	5406.4	154970	160780	41101	2169.6	53220	60439	21118	1071.4	27140	25817
ENSG00000143149	ALDH9A1	668640	37836	795920	1250200	322770	17174	396660	593790	260270	13545	300490	488560
ENSG00000143153	ATP1B1	363340	19989	480420	483800	139290	7133.1	202260	190020	62793	3578.5	91046	86543
ENSG00000143222	UFC1	54128	2844.7	76012	86749	35583	1833.2	47180	61188	30217	1332.1	38895	49563
ENSG00000143353	LYPLAL1	210560	11266	268730	374740	110420	5983	144250	210650	68207	4124.7	88580	131740
ENSG00000143363	PRUNE1	281500	14692	313700	402000	68845	2559.9	74383	98925	114700	5876.9	132980	163120
ENSG00000143376	SNX27	339460	17108	374730	516090	0	0	0	0	51992	2152.7	58766	83547
ENSG00000143409	MINDY1	27022	1565.6	28075	51830	20776	954.42	22652	39034	0	0	0	0
ENSG00000143416	SELENBP1	450180	21809	535790	782570	282960	12159	310610	498390	100550	3618.6	115200	186320
ENSG00000143549	TPM3	890740	39957	604430	1366600	412620	19263	307000	670440	298090	12600	201700	475030
ENSG00000143569	UBAP2L	57623	2417	52705	72692	32301	1739.2	33033	48575	12124	266.3	12238	17036
ENSG00000143575	HAX1	135920	6676.8	170520	121670	50909	2623.2	63177	51333	29709	1362.8	38843	27817
ENSG00000143621	ILF2	581870	31960	747760	872180	107850	5538.2	124410	160330	32854	1387.8	39135	51725
ENSG00000143653	SCCPDH	61895	2785.1	84426	88103	43741	2247.9	50209	56352	21527	889.02	26749	32270
ENSG00000143727	ACP1	82337	3985.5	113740	109090	26219	1580.4	35482	35927	18131	586.03	23237	22668
ENSG00000143772	ITPKB	57480	2114.7	67827	106960	37530	1585	43140	57742	24564	1346.6	29678	37323
ENSG00000143776	CDC42BPA	41608	1793.6	37495	102220	18237	948.49	14664	37306	33597	1482.4	30414	64642
ENSG00000143799	PARP1	467450	26019	619970	942590	157870	7147.5	165210	244170	63139	4785	128340	207820
ENSG00000143819	EPHX1	184460	10676	239470	354900	96783	5053.6	126950	172580	59825	2992.9	80900	95595
ENSG00000143850	PLEKHA6	175450	9656.4	204610	220420	105130	4911	123890	141670	80738	4052	89087	103260
ENSG00000143858	SYT2	44382	2543.2	46510	68435	38614	1511.5	41451	66484	30922	1489.6	29674	49247
ENSG00000143870	PDIA6	118240	5149.1	120440	132490	77907	3082.7	77535	85699	46778	2435.9	45858	51652
ENSG00000143977	SNRPG	52680	1869.3	57870	68052	32176	1290.3	36068	45610	19239	722.37	21790	25772
ENSG00000144028	SNRNP200	59869	3076	67661	87337	30095	1324.2	36422	46260	10264	216.04	11218	13150
ENSG00000144036	EXOC6B	113550	5585.6	130520	170140	0	0	0	0	21109	916.98	25041	31505
ENSG00000144040	SFXN5	69651	3754.6	61968	102460	119370	5916.9	108340	152250	72911	3732.8	63179	106900
ENSG00000144306	SCRN3	5718.8	159.76	7024.4	12252	29483	1203	38332	42201	2093.2	0	2581	4594.2
ENSG00000144320	LNPK	64475	3351.8	102020	68110	0	0	0	0	78418	3796.9	73499	100110
ENSG00000144369	FAM171B	274860	13323	326700	366890	84350	4818.3	109970	120140	69915	3638.7	85559	98507
ENSG00000144381	HSPD1	325000	14336	253970	540060	202730	9757.7	167530	343570	132760	6384.1	107990	221550
ENSG00000144566	RAB5A	56352	2897.6	56488	129980	33228	1357.4	32897	82102	25344	1269.6	24221	40680
ENSG00000144619	CNTN4	63939	3384.9	73970	73816	22391	1334.6	29166	27208	0	0	0	0
ENSG00000144647	POMGNT2	0	0	0	0	28616	1386.9	31963	33415	22912	1164.9	25617	26705
ENSG00000144674	GOLGA4	50911	2165.5	54516	67160	29443	1304.6	35554	42796	17963	1126.1	22743	25870
ENSG00000144711	IQSEC1	270990	14350	283780	381910	91214	4252.5	93118	118880	68965	2893.3	74047	86684
ENSG00000144744	UBA3	149180	7052.1	163710	225180	80611	4031.9	87829	114170	62474	3003.8	74301	94250
ENSG00000144746	ARL6IP5	26796	1385.6	26506	35191	8027.3	199.06	8504.5	10371	7509.9	271.03	9414.7	11447
ENSG00000144827	ABHD10	515560	26224	601280	705900	180850	8957.7	205640	266050	94924	5008.3	109860	117390
ENSG00000144834	TAGLN3	793060	40930	749370	990610	487690	22395	424480	630340	211910	9592.5	194190	257490
ENSG00000144847	IGSF11	0	0	0	0	23257	1149.9	33146	34009	11920	423.1	15357	16829
ENSG00000144848	ATG3	20063	971.77	21689	40210	35082	2014.3	34494	61686	6009.2	198.98	5599.5	11922
ENSG00000144908	ALDH1L1	772340	38631	1059900	1311900	368690	18578	496420	639510	181700	8836	255420	344090
ENSG00000144959	NCEH1	312140	18407	406590	383890	205250	10081	242710	248170	119260	6252.2	149450	144450
ENSG00000145214	DGKQ	48928	2300.4	56008	51228	43620	2606.9	48575	45275	15394	764.8	16632	16444
ENSG00000145335	SNCA	33748	1500.3	34841	40504	9035.1	98.493	10443	11368	9651.8	391.81	9312.8	10984
ENSG00000145349	CAMK2D	63478	2974.4	87022	95553	61436	2691	78811	92710	51871	2331.5	70463	79885
ENSG00000145354	CISD2	65067	3529.7	81950	88670	28366	1301.1	33031	36538	4247.8	175.02	6003.3	5027.8
ENSG00000145391	SETD7	364790	18525	389900	534850	0	0	0	0	66542	3076.5	67442	88322
ENSG00000145715	RASA1	0	0	0	0	15368	771.84	17333	22841	10887	405.65	10012	14984
ENSG00000145833	DDX46	34224	1803.3	31624	55175	18088	914.62	17266	31945	4005.8	165.42	4345.4	5613.3
ENSG00000145882	PCYOX1L	161970	7931.2	187660	226970	47734	2084.1	60252	63417	49305	2595.5	59656	72393
ENSG00000145920	CPLX2	118340	5743.9	127060	147440	53022	2672.3	57903	61736	17630	610.87	19431	20972
ENSG00000145990	GFOD1	192470	8522.5	202160	235490	40929	1984.5	43967	55256	27397	1383.5	29214	32363
ENSG00000146005	PSD2	93018	4575.6	108270	135820	26252	1097.1	30629	40660	42625	2050.9	46662	60968
ENSG00000146006	LRRTM2	28529	1001.4	34383	37955	14317	719.58	18532	20047	6582.5	264.62	9267.2	9900.3
ENSG00000146085	MMUT	299680	15462	332440	487830	122480	6037.7	143090	213310	92967	5037.9	100260	149010
ENSG00000146122	DAAM2	84238	4235.9	107540	206770	47202	2130.1	53614	110620	24731	877.55	30108	51217
ENSG00000146216	TTBK1	68170	3404.6	80712	81466	0	0	0	0	12941	518.72	16127	16179
ENSG00000146476	ARMT1	23330	728.77	25817	29778	12706	79.788	15175	15174	9948.8	250.6	10138	11076
ENSG00000146701	MDH2	457840	23324	592930	519480	173590	7773.6	219950	206580	111820	5223.3	141050	129540
ENSG00000146828	SLC12A9	26641	1166.9	33785	34901	0	0	0	0	12082	493.7	13886	17944
ENSG00000147044	CASK	339980	16677	371590	571960	125250	7113	144750	218200	84231	4385.2	97220	151750
ENSG00000147123	NDUFB11	350020	17186	445150	400880	186470	9148.8	224430	205400	129340	6057.6	154690	136800
ENSG00000147140	NONO	96136	4804.9	103810	139400	41596	2244.2	41802	60077	9802.5	353.33	10586	13624
ENSG00000147162	OGT	549380	29022	611190	769500	271100	14783	295720	382600	182350	10156	204880	253260
ENSG00000147383	NSDHL	32601	1568.2	36403	50217	1193.1	71.693	1512.4	1329.9	9384.8	368.46	13198	17610
ENSG00000147459	DOCK5	168310	9099.8	187470	287260	75735	3784.7	81055	123630	29277	1628.3	28971	44570
ENSG00000147526	TACC1	43798	1824.5	59629	62852	7327.6	407.54	9419.8	9836.3	3599.6	127.02	4217.6	5414.5
ENSG00000147677	EIF3H	9503.1	428.89	12414	11770	26933	1291.1	22885	38623	15381	731.13	16391	22646
ENSG00000147684	NDUFB9	680630	39121	801070	840910	434360	23498	492640	511530	276490	16931	331840	344540
ENSG00000147799	ARHGAP39	98439	4810.7	108740	136680	54441	2792	60964	78159	37384	1826.2	41776	55476
ENSG00000147853	AK3	401660	23450	440980	698320	234110	12518	267830	381920	181450	10443	205250	276310
ENSG00000148053	NTRK2	47497	2946.7	54270	62973	32198	1984.6	35136	40313	18956	1230	22034	25549
ENSG00000148090	AUH	157070	8511.4	187880	189530	108080	5697.9	129060	128430	79970	4384.3	87543	96562
ENSG00000148158	SNX30	212740	10861	232300	248710	203840	10476	216290	260500	158290	8482.2	179370	196020
ENSG00000148218	ALAD	143680	8323.8	153080	224910	51463	3128.7	56737	83091	39597	2308.3	43500	61802
ENSG00000148339	SLC25A25	80813	3756.3	80526	104880	73315	3183.8	72231	98015	35205	2064.2	38350	46667
ENSG00000148341	SH3GLB2	407170	20438	517830	617940	149490	7458.8	158240	215200	196450	9248.9	213680	314900
ENSG00000148356	LRSAM1	128620	6608.2	144690	201720	49976	2484.9	60513	68483	56566	2443.7	61310	82434
ENSG00000148396	SEC16A	81439	5422	93074	105930	32798	1757.8	38308	42545	15289	561.33	16792	18705
ENSG00000148408	CACNA1B	72256	3829.5	80846	105690	44810	1932.8	47232	56463	18855	806.04	19525	24005
ENSG00000148444	COMMD3	93732	5020.9	105070	104010	91723	4843.8	109130	101560	46858	1957.8	57175	51847
ENSG00000148468	FAM171A1	105190	5367.9	104800	191300	94210	3806.8	96791	147330	48299	1815.3	48470	83970
ENSG00000148484	RSU1	204610	10091	234000	349010	70625	3307	77466	126150	58294	2422.7	66637	105010
ENSG00000148498	PARD3	4150.6	174.39	7470.3	7164.4	2394.6	67.676	3590.9	3906.4	1644.5	0	2339.5	2699.9
ENSG00000148660	CAMK2G	204440	10847	212960	249640	119790	7121.3	128460	150130	81116	4328.1	84734	102980
ENSG00000148700	ADD3	351570	20181	463940	603690	65620	3493.4	83090	90751	67056	3621.6	87541	101820
ENSG00000148798	INA	523320	24275	570220	710720	346290	16680	391420	461890	271590	13294	315720	364130
ENSG00000148834	GSTO1	197010	10815	245340	383190	180540	11512	176560	303360	136290	8269.3	139450	243080
ENSG00000149084	HSD17B12	72045	4109	98170	110880	39833	1714.9	50951	56891	17180	566.34	24141	25932
ENSG00000149091	DGKZ	36414	1735.1	31188	36551	18531	915.88	16302	17820	9593	377.17	9262	9882
ENSG00000149115	TNKS1BP1	41625	2560.5	44256	59001	0	0	0	0	17942	1182.7	21069	23534
ENSG00000149131	SERPING1	12173	660.02	11252	23494	16340	676.32	15648	25209	28750	1412.5	28537	34846
ENSG00000149136	SSRP1	86862	4486.1	104350	109690	52221	2623.9	56943	62439	0	0	0	0
ENSG00000149177	PTPRJ	12886	696.77	14370	16971	48708	2784.1	55946	65336	21749	1142.3	25054	29748
ENSG00000149182	ARFGAP2	406690	21410	498450	486970	201690	9960.8	238970	237130	141280	6627	167380	165820
ENSG00000149218	ENDOD1	193200	9090.3	212990	320810	117740	5713.4	129900	220030	49982	2239	54388	88506
ENSG00000149260	CAPN5	24537	1023.2	27081	32106	8507.4	282.48	10314	10761	0	0	0	0
ENSG00000149269	PAK1	437430	22847	476900	505150	367570	19372	353760	463560	312340	16114	303030	403340
ENSG00000149273	RPS3	418220	21211	483330	586200	196400	8805.1	213010	288090	100930	4378.9	111700	151370
ENSG00000149294	NCAM1	517740	27475	603960	1006400	341050	16096	388790	637170	222680	10603	264120	389270
ENSG00000149313	AASDHPPT	85067	4590.9	105450	105550	61059	3434.1	75810	79634	56344	2979.1	73507	77256
ENSG00000149357	LAMTOR1	82542	4436.6	161670	229210	35728	2015.9	61679	88432	12355	675.58	44728	62620
ENSG00000149476	TKFC	219230	11433	246390	390840	148910	7316.7	176250	273060	90610	4531.8	98501	158640
ENSG00000149541	B3GAT3	79536	4145	89649	125540	35473	1696.3	38614	49986	18259	810.78	22868	33855
ENSG00000149591	TAGLN	256030	15277	309760	462640	172140	9729.3	204630	316260	78837	4500	97815	139810
ENSG00000149792	MRPL49	7114.4	1928.6	39074	53436	5583.4	974.84	18740	25582	4230.3	435.7	13919	18364
ENSG00000149798	CDC42EP2	0	0	0	0	27898	1813.8	29978	51049	13446	690.06	13857	26168
ENSG00000149823	VPS51	91769	9444.1	221610	297740	51732	2258.1	62773	66637	48751	2161.6	56808	81658
ENSG00000149925	ALDOA	235190	12453	252510	337380	109350	5116.5	115830	153510	26853	812.39	30847	39484
ENSG00000149930	TAOK2	14620	532.3	17564	21334	9448.9	396.33	10002	14616	0	0	0	0
ENSG00000149970	CNKSR2	67238	3944.6	72503	79706	10118	489.08	11378	12782	6155.9	201.73	6801.9	8315
ENSG00000150093	ITGB1	479950	26564	603820	1032500	154220	7697	191620	310640	77979	3246.5	92674	150010
ENSG00000150471	ADGRL3	179090	9103.3	217830	226750	56631	2652.3	63945	67923	30392	1256.2	36806	38535
ENSG00000150540	HNMT	138410	7595.3	165080	312120	28033	1227.8	32300	51241	18400	1135.1	24038	31203
ENSG00000150625	GPM6A	0	0	0	0	48860	1961.4	53780	78274	30935	1444.4	32920	45737
ENSG00000150627	WDR17	114370	4821.1	135990	161120	71310	3600.2	86789	99000	33628	1620.7	42232	44464
ENSG00000150656	CNDP1	363750	19599	308330	510060	160330	8234.3	142680	225550	66692	2791.7	60915	92241
ENSG00000150672	DLG2	457780	24845	514590	617160	132540	6766.1	153040	206550	134780	6855.9	171420	189250
ENSG00000150753	CCT5	345260	19536	339260	609670	95131	4244.3	90189	180040	81765	3426.1	75815	144760
ENSG00000150764	DIXDC1	122780	5909.1	98304	208670	0	0	0	0	3368.3	94.272	2349	4913.3
ENSG00000150768	DLAT	614460	31310	681870	694440	254070	11724	269660	284610	203020	10661	216020	229270
ENSG00000150867	PIP4K2A	98776	4139.7	122500	175200	42110	1499.2	52607	65733	56248	3035.7	77452	102070
ENSG00000150995	ITPR1	336820	19700	368210	471270	124320	7254.3	137330	203210	34978	1721.1	34730	39620
ENSG00000151025	GPR158	175850	9290.9	219080	214040	15996	954.85	17475	19400	30458	1564.5	37293	34849
ENSG00000151150	ANK3	400250	24310	529140	601960	135080	8753.6	204060	280920	159420	9640.2	195130	223670
ENSG00000151240	DIP2C	173730	8273.6	207970	212510	83458	4389	99654	101130	86285	3869.2	98305	100970
