Gene ID	Gene Name	g4_g3.p-value	g4_g3.log2foldchange	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000122705	CLTA	0.771834916	0.1	0.536429838	-0.1
ENSG00000122733	PHF24	0.104807902	0.9	0.036353584	0.7
ENSG00000122756	CNTFR	0.968310892	0	0.401861134	0.3
ENSG00000122778	KIAA1549	0.934500438	0	0.259481359	0.4
ENSG00000122958	VPS26A	0.356892117	-0.1	0.01085613	0.2
ENSG00000122966	CIT	0.060406464	0.3	0.004889336	0.4
ENSG00000122971	ACADS	0.049519253	-0.3	0.002993008	0.3
ENSG00000123104	ITPR2	0.61742328	-0.2	0.904873367	0
ENSG00000123119	NECAB1	0.655890653	0.1	0.017202623	0.3
ENSG00000123130	ACOT9	0.868973876	-0.1	0.923588539	0
ENSG00000123159	GIPC1	0.74579716	-0.2	0.743667631	-0.1
ENSG00000123213	NLN	0.3221219	0.1	0.008302421	0.2
ENSG00000123384	LRP1	0.777626169	0	0.687580333	0
ENSG00000123395	ATG101	0.579425412	0.1	0.05189632	0.4
ENSG00000123472	ATPAF1	0.433825303	-0.1	0.297322815	0.1
ENSG00000123545	NDUFAF4	0.253087675	0.2	0.582045895	-0.1
ENSG00000123560	PLP1	0.339084468	0	0.007618458	-0.1
ENSG00000123684	LPGAT1	0.430651437	0.3	0.264536552	0.3
ENSG00000123836	PFKFB2	0.491267107	0.2	0.190398023	-0.2
ENSG00000123992	DNPEP	0.83932298	0	0.797422549	0
ENSG00000124126	PREX1	0.911853878	0	0.600708075	-0.1
ENSG00000124155	PIGT	0.58558405	-0.1	0.035766149	0.2
ENSG00000124160	NCOA5	0.082501504	0.1	9.52E-05	0.4
ENSG00000124164	VAPB	0.868973876	0	0.044697312	-0.4
ENSG00000124181	PLCG1	0.960388152	0	0.857655142	0.1
ENSG00000124207	CSE1L	0.605716512	-0.1	0.163419536	-0.2
ENSG00000124214	STAU1	0.62179891	0.2	0.797470953	-0.1
ENSG00000124222	STX16	0.267419103	0.9	0.995515608	0
ENSG00000124299	PEPD	0.063722991	-0.2	0.061175967	-0.1
ENSG00000124313	IQSEC2	0.063722991	-0.4	0.005277394	-0.5
ENSG00000124357	NAGK	0.58579798	-0.1	0.09885109	-0.1
ENSG00000124406	ATP8A1	0.218448376	0.3	0.561381517	-0.1
ENSG00000124491	F13A1	0.575685399	0.3	0.857655142	0.1
ENSG00000124507	PACSIN1	0.97798458	0	0.014382367	-0.4
ENSG00000124523	SIRT5	0.696620182	0.1	0.509641112	0.1
ENSG00000124570	SERPINB6	0.497119549	0.2	0.796438809	0.1
ENSG00000124614	RPS10	0.273592085	0.2	0.151608062	0.1
ENSG00000124767	GLO1	0.226771845	-0.1	0.41669532	-0.1
ENSG00000124772	CPNE5	0.104807902	0.4	0.137327667	-0.2
ENSG00000124783	SSR1	0.795271743	0.1	0.395844175	0.1
ENSG00000124802	EEF1E1	0.682464819	-0.1	0.048197799	0.2
ENSG00000124942	AHNAK	0.560840724	0.1	0.003564124	-0.6
ENSG00000125149	C16orf70	0.739521754	0	0.000889042	0.5
ENSG00000125166	GOT2	0.72363926	-0.1	0.954686724	0
ENSG00000125249	RAP2A	0.611521568	0.1	0.846161725	0
ENSG00000125458	NT5C	0.800802088	-0.1	0.059519919	0.4
ENSG00000125503	PPP1R12C	0.970521848	0	0.459293986	0.1
ENSG00000125648	SLC25A23	0.417510206	-0.3	0.343047433	0.3
ENSG00000125675	GRIA3	0.745159246	0.2	0.50704064	0.3
ENSG00000125730	C3	0.580726286	-0.1	0.003510484	-0.5
ENSG00000125743	SNRPD2	0.177781703	-0.2	0.325680077	-0.1
ENSG00000125772	GPCPD1	0.923707993	0	0.691375297	0.1
ENSG00000125814	NAPB	0.71717557	0.1	0.797470953	0
ENSG00000125821	DTD1	0.805677855	0	0.033528933	0.2
ENSG00000125827	TMX4	0.3221219	-0.2	0.098574458	0.2
ENSG00000125844	RRBP1	0.731974416	0.1	0.212739273	0.2
ENSG00000125868	DSTN	0.18310266	-0.2	0.997394394	0
ENSG00000125912	NCLN	0.722430281	-0.1	0.0083945	0.5
ENSG00000125970	RALY	0.970521848	0	0.771375359	0
ENSG00000126016	AMOT	0.305130458	0.3	0.031104502	0.6
ENSG00000126214	KLC1	0.16461927	0.4	0.502711377	0.1
ENSG00000126247	CAPNS1	0.177781703	0.7	0.12766894	-0.5
ENSG00000126261	UBA2	0.356892117	-0.2	0.738323158	0
ENSG00000126432	PRDX5	0.851130396	0	0.935100475	0
ENSG00000126458	RRAS	0.21565209	0.2	0.107381986	-0.1
ENSG00000126522	ASL	0.590384871	-0.2	0.947453906	0
ENSG00000126524	SBDS	0.508159697	0.1	0.01465405	-0.5
ENSG00000126581	BECN1	0.537922267	0.2	0.743948663	-0.1
ENSG00000126583	PRKCG	0.538495979	-0.1	0.023031713	0.3
ENSG00000126602	TRAP1	0.3221219	0.1	0.038387009	-0.2
ENSG00000126777	KTN1	0.963393593	0	0.345258326	-0.2
ENSG00000126803	HSPA2	0.291256964	0.1	0.003534022	-0.4
ENSG00000126861	OMG	0.361195247	0.3	0.408698773	-0.2
ENSG00000126878	AIF1L	0.655890653	0.1	0.001403895	-0.8
ENSG00000126934	MAP2K2	0.361438409	0.2	0.02641457	-0.4
ENSG00000126950	TMEM35A	0.969996102	0	0.010254611	0.7
ENSG00000126953	TIMM8A	0.901017297	0	0.006224804	0.4
ENSG00000127445	PIN1	0.389570447	0.1	0.001543858	0.4
ENSG00000127463	EMC1	0.721128578	-0.1	0.208964113	0.3
ENSG00000127481	UBR4	0.702550417	0.1	0.879873323	0
ENSG00000127483	HP1BP3	0.885417785	0	0.196403871	-0.2
ENSG00000127527	EPS15L1	0.83932298	0	0.016165463	-0.3
ENSG00000127561	SYNGR3	0.181920609	0.3	0.011065116	0.5
ENSG00000127585	FBXL16	0.331443931	-0.2	0.024661199	0.3
ENSG00000127588	GNG13	0.643133595	-0.1	0.022492407	0.4
ENSG00000127603	MACF1	0.746592352	0	0.834695208	0
ENSG00000127824	TUBA4A	0.58558405	-0.1	0.259350779	0.1
ENSG00000127837	AAMP	0.774971499	0	0.183241132	-0.1
ENSG00000127884	ECHS1	0.879282663	0	0.012029394	0.2
ENSG00000127948	POR	0.423087933	0.1	0.091439613	0.2
ENSG00000127955	GNAI1	0.223288303	-0.1	0.048156671	-0.1
ENSG00000128050	PAICS	0.92784522	0	0.071699812	-0.2
ENSG00000128059	PPAT	0.982249753	0	0.595962215	0.2
ENSG00000128245	YWHAH	0.356937928	-0.1	0.002234856	-0.3
ENSG00000128266	GNAZ	0.841203766	0.1	0.219458477	0.4
ENSG00000128309	MPST	0.051506345	0.3	0.647879526	0
ENSG00000128463	EMC4	0.525973623	0.3	0.538799135	0.2
ENSG00000128487	SPECC1	0.418938948	0.5	0.169886327	0.6
ENSG00000128512	DOCK4	0.357518528	0.2	0.581499456	0.1
ENSG00000128524	ATP6V1F	0.751000198	0	0.758284808	0
ENSG00000128564	VGF	0.703135704	-0.1	0.00080441	1.5
ENSG00000128591	FLNC	0.051506345	0.3	0.001474049	-0.5
ENSG00000128656	CHN1	0.570166613	0.1	0.023017818	-0.4
ENSG00000128683	GAD1	0.491139991	-0.2	0.413505355	0.1
ENSG00000128872	TMOD2	0.931209668	0	0.02352022	-0.8
ENSG00000128928	IVD	0.501228862	-0.1	0.002007814	0.4
ENSG00000129003	VPS13C	0.279412513	0.2	0.293906067	0.1
ENSG00000129083	COPB1	0.970521848	0	0.956750689	0
ENSG00000129084	PSMA1	0.410811478	-0.1	0.925804861	0
ENSG00000129103	SUMF2	0.019726833	0.4	0.001022041	0.6
ENSG00000129151	BBOX1	0.368186515	-0.2	0.232197953	-0.2
ENSG00000129245	FXR2	0.911304841	0	0.282745299	0.1
ENSG00000129351	ILF3	0.831474601	0	0.000903959	-0.5
ENSG00000129625	REEP5	0.683059295	-0.1	0.575974596	-0.1
ENSG00000129636	ITFG1	0.61834176	0.1	0.90454803	0
ENSG00000129675	ARHGEF6	0.501228862	0.1	0.941731524	0
ENSG00000130175	PRKCSH	0.755447326	0	0.091235216	0.1
ENSG00000130193	THEM6	0.978847342	0	0.957661926	0
ENSG00000130203	APOE	0.521425807	0.2	0.555354543	0.1
ENSG00000130204	TOMM40	0.931209668	0	0.972793431	0
ENSG00000130226	DPP6	0.560840724	0.1	0.007618458	0.4
ENSG00000130227	XPO7	0.703135704	0.1	0.152339476	0.4
ENSG00000130254	SAFB2	0.831390081	0.1	0.036353584	0.4
ENSG00000130287	NCAN	0.884489144	0	0.140833193	-0.2
ENSG00000130294	KIF1A	0.477195923	-0.1	0.002888174	0.4
ENSG00000130304	SLC27A1	0.396588087	0.2	0.730561937	-0.1
ENSG00000130313	PGLS	0.836697142	0	0.070167386	0.2
ENSG00000130396	AFDN	0.648532616	0.1	0.0578614	0.3
ENSG00000130414	NDUFA10	0.884797547	0	0.584185012	0
ENSG00000130429	ARPC1B	0.950476905	0	0.332603709	-0.4
ENSG00000130540	SULT4A1	0.3221219	0.1	0.006249385	-0.2
ENSG00000130558	OLFM1	0.952243584	0	0.018105669	0.4
ENSG00000130559	CAMSAP1	0.205625846	0.5	0.346791653	0.2
ENSG00000130560	UBAC1	0.750017893	0	0.001898778	0.6
ENSG00000130640	TUBGCP2	0.605716512	-0.2	0.379965995	0.3
ENSG00000130669	PAK4	0.945371277	0	0.04678404	0.7
ENSG00000130725	UBE2M	0.453466889	0.1	0.274706876	0.1
ENSG00000130726	TRIM28	0.63860257	0.1	0.887609752	0
ENSG00000130741	EIF2S3	0.82327967	0.1	0.233890663	0.2
ENSG00000130748	TMEM160	0.795271743	-0.1	0.729216245	0.1
ENSG00000130764	LRRC47	0.703090743	-0.1	0.016016274	0.4
ENSG00000130779	CLIP1	0.51036856	0.1	0.07494779	-0.2
ENSG00000130787	HIP1R	0.463432742	0.1	0.516467165	0
ENSG00000130830	MPP1	0.092957799	0.2	0.090550085	-0.1
ENSG00000130956	HABP4	0.968469743	0	0.070786641	0.6
ENSG00000130985	UBA1	0.863789895	0	0.202810461	0.2
ENSG00000131016	AKAP12	0.806955693	-0.1	0.017256798	-0.4
ENSG00000131018	SYNE1	0.181920609	0.2	0.070728451	0.2
ENSG00000131051	RBM39	0.65872909	0.2	0.70787834	-0.1
ENSG00000131067	GGT7	0.538157692	-0.1	0.995515608	0
ENSG00000131069	ACSS2	0.960526335	0	0.02151344	-0.3
ENSG00000131089	ARHGEF9	0.516257302	0.4	0.417818971	0.3
ENSG00000131143	COX4I1	0.723103463	0	0.035872652	-0.2
ENSG00000131171	SH3BGRL	0.789276301	0	0.001345134	-0.5
ENSG00000131236	CAP1	0.32487836	0.1	0.033097106	0.1
ENSG00000131378	RFTN1	0.315065937	-0.1	0.098574458	0.1
ENSG00000131409	LRRC4B	0.805677855	0.1	0.319899258	0.3
ENSG00000131435	PDLIM4	0.92656174	0	0.457845936	-0.1
ENSG00000131469	RPL27	0.348689529	-0.2	0.279300965	0.2
ENSG00000131473	ACLY	0.836697142	0	0.091439613	-0.1
ENSG00000131475	VPS25	0.374419165	0.1	0.378938392	-0.1
ENSG00000131558	EXOC4	0.870773838	0	0.798396699	0
ENSG00000131626	PPFIA1	0.746592352	-0.1	0.976493216	0
ENSG00000131711	MAP1B	0.507490212	0	0.035560745	-0.1
ENSG00000131725	WDR44	0.703135704	0.1	0.770554796	-0.1
ENSG00000131773	KHDRBS3	0.21565209	-0.2	0.004889336	-0.5
ENSG00000131828	PDHA1	0.349586369	0.1	0.004272581	0.2
ENSG00000131966	ACTR10	0.348689529	0.5	0.461959377	-0.2
ENSG00000131981	LGALS3	0.825874877	0.1	0.308105496	-0.3
ENSG00000132002	DNAJB1	0.634507896	0.2	0.516513685	0.2
ENSG00000132153	DHX30	0.541654295	0.1	0.021549379	0.4
ENSG00000132182	NUP210	0.652416099	0.3	0.493577616	0.3
ENSG00000132254	ARFIP2	0.834676797	0	0.727564614	0
ENSG00000132305	IMMT	0.970521848	0	0.017241297	0.5
ENSG00000132330	SCLY	0.61082817	-0.7	0.461553428	0.7
ENSG00000132359	AC002316.1	0.960932377	0	0.120001694	0.2
ENSG00000132376	INPP5K	0.842928264	0.1	0.327905665	0.4
ENSG00000132434	LANCL2	0.570166613	-0.1	0.257387707	-0.1
ENSG00000132470	ITGB4	0.86615704	0	0.612681404	-0.1
ENSG00000132471	WBP2	0.789276301	0	0.472633155	0
ENSG00000132535	DLG4	0.876092918	0	0.042613664	0.2
ENSG00000132563	REEP2	0.328430204	-0.2	0.068151724	0.2
ENSG00000132589	FLOT2	0.550932519	0.1	0.769007786	0
ENSG00000132622	HSPA12B	0.150640704	-0.1	0.015635713	-0.1
ENSG00000132639	SNAP25	0.177781703	0.2	0.150651545	-0.1
ENSG00000132688	NES	0.611346245	0.1	0.474801483	0.1
ENSG00000132692	BCAN	0.56900296	0.1	0.122616219	0.2
ENSG00000132694	ARHGEF11	0.252089043	0.2	0.554328719	-0.1
ENSG00000132702	HAPLN2	0.999205205	0	0.029591908	-0.4
ENSG00000132718	SYT11	0.054463026	0.5	0.084535532	0.3
ENSG00000132792	CTNNBL1	0.911853878	0	0.995515608	0
ENSG00000132912	DCTN4	0.948459382	0	0.038387009	0.1
ENSG00000133026	MYH10	0.1594243	0.1	0.00287149	-0.2
ENSG00000133083	DCLK1	0.100375002	-0.1	0.297322815	0
ENSG00000133313	CNDP2	0.925573274	0	0.041586453	-0.1
ENSG00000133318	RTN3	0.693022374	-0.1	0.042873811	-0.2
ENSG00000133401	PDZD2	0.558195862	0.1	0.01199162	-0.4
ENSG00000133612	AGAP3	0.746105548	0	0.881861974	0
ENSG00000133706	LARS1	0.25514073	0.2	0.486580969	-0.1
ENSG00000133731	IMPA1	0.923707993	0	0.040754096	-0.2
ENSG00000133742	CA1	0.984858024	0	0.766901845	0
ENSG00000133789	SWAP70	0.501228862	0.1	0.03322788	0.3
ENSG00000133805	AMPD3	0.307640283	-0.1	0.389787721	0.1
ENSG00000133818	RRAS2	0.082501504	0.5	0.172250017	0.2
ENSG00000133943	DGLUCY	0.648532616	0.1	0.005923693	-0.6
ENSG00000133961	NUMB	0.502224043	0.5	0.543832165	0.3
ENSG00000133985	TTC9	0.710364053	-0.1	0.326198947	0.1
ENSG00000134001	EIF2S1	0.402127962	-0.1	0.002377581	0.4
ENSG00000134014	ELP3	0.461405697	0.2	0.233620163	0.2
ENSG00000134121	CHL1	0.618716318	0.1	0.575974596	0.1
ENSG00000134201	GSTM5	0.268053166	-0.2	0.285966912	-0.1
ENSG00000134243	SORT1	0.8123399	0.1	0.876309682	0
ENSG00000134265	NAPG	0.239859085	-0.1	0.612681404	0
ENSG00000134278	SPIRE1	0.962664942	0	0.264536552	0.3
ENSG00000134318	ROCK2	0.449764887	0.1	0.219593032	0.2
ENSG00000134369	NAV1	0.564614799	-0.1	0.501518311	0.1
ENSG00000134440	NARS1	0.255736195	0.4	0.486550962	-0.1
ENSG00000134444	RELCH	0.51000057	0.1	0.096719404	0.2
ENSG00000134575	ACP2	0.498315179	0.3	0.231771669	0.4
ENSG00000134588	USP26	0.507243299	-0.1	0.003654485	0.6
ENSG00000134594	RAB33A	0.348871887	-0.1	0.383916111	0.1
ENSG00000134684	YARS1	0.252089043	-0.1	0.183283646	-0.1
ENSG00000134780	DAGLA	0.634507896	0.1	0.011746867	0.6
ENSG00000134864	GGACT	0.305130458	-0.1	0.82965608	0
ENSG00000134900	TPP2	0.357518528	0.2	0.849933654	0
ENSG00000134905	CARS2	0.812994391	0	0.696984235	0
ENSG00000134909	ARHGAP32	0.42921714	0.2	0.138999435	0.3
ENSG00000134996	OSTF1	0.42079592	0.1	0.071959129	-0.2
ENSG00000135049	AGTPBP1	0.949054506	0	0.072945755	0.4
ENSG00000135069	PSAT1	0.907163379	0	0.026312698	-0.2
ENSG00000135070	ISCA1	0.553579539	0.2	0.355178763	0.2
ENSG00000135090	TAOK3	0.239046795	0.6	0.179625844	0.5
ENSG00000135108	FBXO21	0.569270369	-0.2	0.816612737	-0.1
ENSG00000135249	RINT1	0.338501989	0.4	0.030270841	0.7
ENSG00000135250	SRPK2	0.875482758	0	0.297322815	0.1
ENSG00000135298	ADGRB3	0.488801132	0.2	0.040378466	0.5
ENSG00000135316	SYNCRIP	0.181920609	-0.2	0.063935503	-0.2
ENSG00000135387	CAPRIN1	0.488801132	-0.1	0.730561937	0
ENSG00000135424	ITGA7	0.181920609	-0.3	0.615985069	0.1
ENSG00000135439	AGAP2	0.285374894	0.1	0.000847328	0.4
ENSG00000135441	BLOC1S1	0.394988914	0.2	0.448971282	-0.1
ENSG00000135473	PAN2	0.62179891	0.3	0.763392701	0.1
ENSG00000135525	MAP7	0.949054506	0	0.327001167	0.1
ENSG00000135537	AFG1L	0.0805785	-0.3	0.00472832	0.4
ENSG00000135597	REPS1	0.451242881	-0.4	0.021350706	1.2
ENSG00000135624	CCT7	0.431751872	-0.1	0.023532581	0.3
ENSG00000135631	RAB11FIP5	0.051506345	0.7	0.033144153	0.5
ENSG00000135655	USP15	0.33529669	0.2	0.029859644	-0.4
ENSG00000135678	CPM	0.488801132	-0.1	0.000257366	-0.7
ENSG00000135709	KIAA0513	0.89994005	0	0.612681404	0.1
ENSG00000135720	DYNC1LI2	0.579425412	-0.1	0.052000336	-0.2
ENSG00000135744	AGT	0.464302567	0	9.52E-05	-0.6
ENSG00000135778	NTPCR	0.731087103	-0.1	0.07494779	0.2
ENSG00000135821	GLUL	0.739709666	0.1	0.663343368	0.1
ENSG00000135829	DHX9	0.756612377	0.1	0.578638015	-0.1
ENSG00000135862	LAMC1	0.199039905	0.2	0.012151279	-0.3
ENSG00000135900	MRPL44	0.978847342	0	0.505175499	0.1
ENSG00000135919	SERPINE2	0.357518528	0.3	0.835961047	0
ENSG00000135932	CAB39	0.238038869	0.2	0.04335487	-0.3
ENSG00000135940	COX5B	0.702550417	0.1	0.08281503	0.2
ENSG00000136021	SCYL2	0.723008756	-0.1	0.427819905	-0.2
ENSG00000136026	CKAP4	0.185162122	-0.2	0.321763029	0.1
ENSG00000136044	APPL2	0.739709666	0	0.006637132	0.4
ENSG00000136051	WASHC4	0.702550417	0.4	0.710159398	0.2
ENSG00000136068	FLNB	0.177781703	-0.4	0.07111212	-0.3
ENSG00000136111	TBC1D4	0.501228862	0.4	0.8765347	-0.1
ENSG00000136143	SUCLA2	0.206469823	0	3.31E-05	0.3
ENSG00000136167	LCP1	0.455198766	0.2	0.041883805	-0.5
ENSG00000136205	TNS3	0.665715084	-0.1	0.112686724	0.2
ENSG00000136267	DGKB	0.402127962	0.1	0.05188757	0.2
ENSG00000136270	TBRG4	0.010660111	-0.2	0.000257366	0.4
ENSG00000136319	TTC5	0.213692794	0.3	0.715784012	-0.1
ENSG00000136450	SRSF1	0.749525797	0	0.006200781	-0.4
ENSG00000136478	TEX2	0.386255167	0.4	0.229654405	0.4
ENSG00000136521	NDUFB5	0.97798458	0	0.274868827	-0.2
ENSG00000136527	TRA2B	0.993473692	0	0.524274679	0.1
ENSG00000136541	ERMN	0.668850075	0.1	0.004130883	-0.7
ENSG00000136628	EPRS1	0.843247433	0.1	0.58749696	-0.2
ENSG00000136631	VPS45	0.501228862	-0.2	0.878377173	0
ENSG00000136717	BIN1	0.920694057	0	0.575974596	0
ENSG00000136731	UGGT1	0.975346622	0	0.156424609	0.1
ENSG00000136738	STAM	0.501228862	0.2	0.08281503	-0.3
ENSG00000136783	NIPSNAP3A	0.611346245	0	0.152698624	-0.1
ENSG00000136802	LRRC8A	0.960526335	0	0.076613769	0.4
ENSG00000136810	TXN	0.376175288	0.1	0.001023901	-0.7
ENSG00000136827	TOR1A	0.264565288	-0.2	0.00286055	0.5
ENSG00000136830	NIBAN2	0.199039905	0.2	0.078713399	-0.2
ENSG00000136842	TMOD1	0.562873099	-0.2	0.397161737	0.2
ENSG00000136854	STXBP1	0.337224388	-0.1	0.02374125	0.1
ENSG00000136888	ATP6V1G1	0.3221219	-0.1	0.009044304	0.2
ENSG00000136950	ARPC5L	0.637053662	0.1	0.026645767	0.5
ENSG00000137055	PLAA	0.70327587	-0.2	0.562323855	-0.2
ENSG00000137076	TLN1	0.569867531	0	0.11426856	0.1
ENSG00000137100	DCTN3	0.33529669	0.1	0.395612713	0
ENSG00000137106	GRHPR	0.869013324	0	0.008628559	-0.3
ENSG00000137168	PPIL1	0.751677682	-0.1	0.097442598	0.3
ENSG00000137274	BPHL	0.488801132	0.4	0.962024176	0
ENSG00000137409	MTCH1	0.488801132	-0.1	0.001843343	0.5
ENSG00000137486	ARRB1	0.345882857	0.3	0.045649771	0.5
ENSG00000137497	NUMA1	0.611346245	0	0.000604517	-0.3
ENSG00000137509	PRCP	0.824566693	0	0.068940039	-0.3
ENSG00000137563	GGH	0.181920609	-0.2	0.028254302	0.3
ENSG00000137575	SDCBP	0.488801132	-0.1	0.313919565	0.1
ENSG00000137710	RDX	0.519997285	-0.1	0.010254611	-0.6
ENSG00000137824	RMDN3	0.851372946	0	0.044422583	-0.2
ENSG00000137825	ITPKA	0.955698172	0	0.006372546	0.3
ENSG00000137845	ADAM10	0.85901909	0	0.01703152	-0.4
ENSG00000137942	FNBP1L	0.837032758	-0.1	0.857655142	0.1
ENSG00000137944	KYAT3	0.852769324	0.1	0.96757923	0
ENSG00000137955	RABGGTB	0.857885161	0.1	0.866793197	0
ENSG00000137992	DBT	0.747033376	0	0.016016274	0.3
ENSG00000137996	RTCA	0.553376909	0.2	0.275193668	-0.3
ENSG00000138029	HADHB	0.523555379	-0.1	0.346791653	-0.1
ENSG00000138032	PPM1B	0.538450491	0.1	0.019110338	0.2
ENSG00000138035	PNPT1	0.135271688	0.5	0.130498095	0.3
ENSG00000138071	ACTR2	0.719880982	0	0.985109128	0
ENSG00000138073	PREB	0.488212241	-0.1	0.031105289	0.4
ENSG00000138078	PREPL	0.969996102	0	0.84079623	0
ENSG00000138095	LRPPRC	0.925573274	0	0.014000023	0.2
ENSG00000138175	ARL3	0.051506345	0.3	0.356007217	0.1
ENSG00000138246	DNAJC13	0.381749	0.1	0.02871715	0.2
ENSG00000138279	ANXA7	0.713595984	0	0.038387009	-0.2
ENSG00000138363	ATIC	0.71717557	-0.1	0.465754215	-0.1
ENSG00000138385	SSB	0.763224311	-0.1	0.005045908	-0.8
ENSG00000138411	HECW2	0.135271688	0.3	0.082741545	0.2
ENSG00000138413	IDH1	0.110178976	0.1	0.000526041	-0.5
ENSG00000138430	OLA1	0.963393593	0	0.753369005	0
ENSG00000138434	ITPRID2	0.756612377	-0.1	0.212739273	0.2
ENSG00000138443	ABI2	0.791879407	0	0.003566555	0.4
ENSG00000138594	TMOD3	0.423284832	0.2	0.275698915	-0.2
ENSG00000138663	COPS4	0.703135704	0.2	0.802961285	0.1
ENSG00000138674	SEC31A	0.977040043	0	0.856196488	0
ENSG00000138698	RAP1GDS1	0.356676935	0.1	0.04226453	-0.2
ENSG00000138750	NUP54	0.168086646	0.2	0.09103005	0.1
ENSG00000138758	SEPTIN11	0.772850879	-0.1	0.586776353	0.1
ENSG00000138760	SCARB2	0.703341976	0	0.001012368	-0.6
ENSG00000138768	USO1	0.679504973	0	0.332603709	-0.1
ENSG00000138772	ANXA3	0.404511687	0.1	0.008820648	0.6
ENSG00000138777	PPA2	0.246085506	0.1	0.00626843	-0.4
ENSG00000138796	HADH	0.865420875	0	0.008302421	0.4
ENSG00000138802	SEC24B	0.023976481	1.2	0.047385421	-0.4
ENSG00000138814	PPP3CA	0.562477295	0.2	0.266418411	0.3
ENSG00000138834	MAPK8IP3	0.767966283	-0.1	0.632361185	0.1
ENSG00000139131	YARS2	0.81615565	-0.1	0.545257944	0.1
ENSG00000139180	NDUFA9	0.461405697	-0.1	0.109223188	0.2
ENSG00000139220	PPFIA2	0.134288685	-0.2	0.006372546	0.3
ENSG00000139410	SDSL	0.158278595	-0.2	0.603360575	0
ENSG00000139428	MMAB	0.105629602	-0.1	9.52E-05	0.5
ENSG00000139433	GLTP	0.685672357	0.1	0.009012349	-0.8
ENSG00000139641	ESYT1	0.177781703	-0.2	0.003588007	-0.3
ENSG00000139722	VPS37B	0.575685399	0.1	0.38840314	-0.1
ENSG00000139910	NOVA1	0.200482978	-0.6	0.402588578	0.2
ENSG00000139970	RTN1	0.789124282	0	0.500381895	-0.1
ENSG00000140043	PTGR2	0.957286073	0	0.909081943	0
ENSG00000140105	WARS1	0.050719281	-0.3	0.005148645	0.3
ENSG00000140365	COMMD4	0.477195923	0.3	0.27070723	-0.3
ENSG00000140416	TPM1	0.163372892	0.3	0.012174369	-0.4
ENSG00000140474	AC091230.1	0.868973876	0.1	0.334495039	0.3
ENSG00000140538	NTRK3	0.878621413	0.1	0.595962215	0.2
ENSG00000140545	MFGE8	0.386069515	-0.2	0.000666729	1.1
ENSG00000140553	UNC45A	0.833899457	0.1	0.321489716	0.3
ENSG00000140600	SH3GL3	0.713595984	-0.1	0.151670767	-0.2
ENSG00000140688	C16orf58	0.874794389	0	0.010147488	0.3
ENSG00000140718	FTO	0.102494705	-0.2	0.101741789	0.1
ENSG00000140740	UQCRC2	0.195615373	-0.1	0.000903959	0.3
ENSG00000140848	CPNE2	0.238038869	0.2	0.130875356	0.2
ENSG00000140854	KATNB1	0.965234776	0	0.294662623	0.3
ENSG00000140990	NDUFB10	0.703135704	-0.1	0.677057909	0
ENSG00000140992	PDPK1	0.12607604	-0.1	0.001732674	-0.2
ENSG00000141279	NPEPPS	0.497251497	0	0.082528608	-0.1
ENSG00000141367	CLTC	0.833899457	0	0.013192827	0.3
ENSG00000141376	BCAS3	0.771834916	0	0.059598205	0.2
ENSG00000141385	AFG3L2	0.186013921	-0.1	0.200901312	0.1
ENSG00000141425	RPRD1A	0.411173663	-0.1	0.061235101	0.2
ENSG00000141447	OSBPL1A	0.071413307	0.7	0.923588539	0
ENSG00000141458	NPC1	0.84452964	0	0.363078695	0.1
ENSG00000141560	FN3KRP	0.015645932	0.3	0.148890196	0.1
ENSG00000141564	RPTOR	0.955698172	0	0.437901407	0.2
ENSG00000141959	PFKL	0.723103463	0.1	0.710159398	0
ENSG00000141985	SH3GL1	0.264565288	0.3	0.010254611	0.7
ENSG00000142186	SCYL1	0.861518746	0	0.363099654	0.1
ENSG00000142192	APP	0.948603337	0	0.023031713	-0.5
ENSG00000142235	LMTK3	0.633704553	-0.2	0.046834281	0.5
ENSG00000142453	CARM1	0.952243584	0	0.089463879	0.3
ENSG00000142634	EFHD2	0.455936533	-0.1	0.084439628	0.2
ENSG00000142655	PEX14	0.281120768	-0.2	0.643997607	0.1
ENSG00000142657	PGD	0.990654893	0	0.169886327	-0.2
ENSG00000142676	RPL11	0.863789895	0	0.024660896	-0.2
ENSG00000142910	TINAGL1	0.646632966	-0.1	0.03322788	0.3
ENSG00000142937	RPS8	0.564614799	0.1	0.00158281	-0.7
ENSG00000142949	PTPRF	0.911304841	0	0.001793773	0.5
ENSG00000143149	ALDH9A1	0.952243584	0	0.077774667	-0.2
ENSG00000143153	ATP1B1	0.401623881	-0.1	0.016577752	0.2
ENSG00000143222	UFC1	0.224678715	0.1	0.155087111	0.1
ENSG00000143353	LYPLAL1	0.581881887	-0.1	0.641540512	-0.1
ENSG00000143363	PRUNE1	0.488801132	0.1	0.578111424	0.1
ENSG00000143376	SNX27	0.493765233	0.2	0.404828433	-0.1
ENSG00000143409	MINDY1	0.852643446	-0.1	0.081637832	-0.4
ENSG00000143416	SELENBP1	0.486024926	0.1	0.790724032	0
ENSG00000143549	TPM3	0.455198766	0.3	0.101020239	-0.5
ENSG00000143569	UBAP2L	0.455198766	0.4	0.798504913	-0.1
ENSG00000143575	HAX1	0.755855545	0.1	0.012678318	0.6
ENSG00000143621	ILF2	0.757505717	0.1	0.796438809	0
